▁ ケーキ を もっと 召し 上がって ください 。	▁ ケーキ を もっと 食べて ください 。
▁ 私には 外国人 の 友達が 2 人 います 。	▁ 私には 外国人 の 友達が 二人 います 。
▁ 成功 するつもり なら 努力 しなければならない 。	▁ 成功 するつもり なら 努力 しなければならない 。
▁この 2 つ から 選び なさい 。	▁この 2 つ から 選び なさい 。
▁その 家 はかなり ぼろ 屋 になっている 。	▁その 家 はかなり 古く なっている 。
▁私は 大坂 生まれ ですが 、 東京で 育ち ました 。	▁私は 大坂 で 生まれ ましたが 、 東京で 生活 しました 。
▁ 月曜日 までに この 仕事 を終えて 下さい 。	▁ 月曜日 までに この 仕事を 終わらせ てください 。
▁あの 家 はまだ 買い 手 がつかない 。	▁あの 家 はまだ 買う 人が いない 。
▁ 戦争 が起こる かもしれない 。	▁ 戦争 が起こる かもしれない 。
▁ 目覚め てみると 彼女は 病院に いた 。	▁ 起きて みると 彼女は 病院に いた 。
▁彼女は 元気 が無く なった 。	▁彼女は 元気 が なくなった 。
▁それは こっち の セリフ ですよ 。	▁それは こっち の言葉 ですよ 。
▁大阪 には どうやって 行く んですか 。	▁大阪 には どうやって 行く んですか 。
▁私は 彼女の 合格 を 祝 った 。	▁私は 彼女の 合格 を 喜んだ 。
▁もっと ゆっくり 言って ください 。	▁もっと ゆっくり 言って ください 。
▁十 中 八 、 九 まで 彼は 彼女と 結婚する だろう 。	▁おそらく 彼は 彼女と 結婚する だろう 。
▁お 勘定 して下さい 。	▁お 会計 してください 。
▁ 我々は 上 のほうから 叫び声 が する の を 耳に した 。	▁私たちは 上の方 から 叫ぶ 声が する の を 耳に した 。
▁ 通りに は たくさんの 車 が見える 。	▁ 通りに は 多くの 車 が見える 。
▁これらは あなたの 物 ですか 。	▁これらは あなたの 物 ですか 。
▁ 書 か ねばならない 手紙 があります 。	▁ 書 か ねばならない 手紙 があります 。
▁その 帽子 は 50 ドル でした 。	▁その 帽子 は 50 ドル でした 。
▁ 中国人 は 朝食 に 何を 食べます か 。	▁ 中国人 は 朝食 に 何を 食べます か 。
▁彼は 君に ここに いて もらい たがっている 。	▁彼は あなたに ここに いて もらいたい と思っている 。
▁彼は 試験 をうけ るべき であった の に 。	▁彼は 試験 を受ける べき であった の に 。
▁私の 兄 は 交通事故 で 亡くなった 。	▁私の 兄 は 交通事故 で 死んだ 。
▁この 仕事は 単純な ので 子供に も できる 。	▁この 仕事は 簡単な ので 子供に も できる 。
▁ 列車 はその 駅で は 止まり ません 。	▁ 列車 はその 駅で は 止まり ません 。
▁ 老人 を いた わり なさい 。	▁ 老人 を大切に しなさい 。
▁ この世に 全く 新 し きもの なし 。	▁この 世界に 全く 新しいもの なし 。
▁彼は 先生の 忠告 を尊重し た 。	▁彼は 先生の 注意 を大切に した 。
▁彼らは その 問題を解決 するために 大変 努力 した 。	▁彼らは その 問題を解決 するために 大変 努力 した 。
▁私は その 事実 を知って いました よ 。	▁私は その 事実 を知って いました よ 。
▁これは 私が 欲しい と思った 物 です 。	▁これは 私が 欲しい と思った 物 です 。
▁彼女は あざ け られた 。	▁彼女は 悪く 言われた 。
▁これで 僕も ようやく 浮かば れる 。	▁これで 僕も ようやく 浮かば れる 。
▁彼は 事故 のため 仕事が できなくなった 。	▁彼は 事故 のため 仕事が できなくなった 。
▁ 誰が この事件 を 裁 く のでしょうか 。	▁ 誰が この事件 を 裁 く のでしょうか 。
▁ 君は それ を持っています か 。	▁あなたは それ を持っています か 。
▁彼は 、 イギリス人 です 。	▁彼は 、 イギリス人 です 。
▁ ある意味で 、 人生 は 夢 にすぎない 。	▁ ある意味で 、 人生 は 夢 にすぎない 。
▁私は 午後 ずっと その 本 を読み 続けている 。	▁私は 午後 ずっと その 本 を読み 続けている 。
▁なぜ 、 彼女に 直接 言わない の 。	▁なぜ 、 彼女に 直接 言わない の 。
▁その 考え はあまり 気に入らない 。	▁その 考え はあまり 気に入らない 。
▁彼は その時 までに すっかり 頭に きていた 。	▁彼は その時 までに 完全に 頭に きていた 。
▁彼らは 別々に 住んでいる 。	▁彼らは 別の 所 に住んでいる 。
▁この 辞書 は 私に 大いに 役 立った 。	▁この 辞書 は 私に とても 役 に立った 。
▁ 君は 今日 明るい 顔を している 。	▁あなたは 今日 明るい 顔を している 。
▁ だれも 彼の 間違い を 指摘する だけの 勇気 がなかった 。	▁ 誰も 彼の 間違い を 指摘する だけの 勇気 がなかった 。
▁あなたは 何 にする の 。	▁あなたは 何 にする の 。
▁ 君の 答えは 適切 である 。	▁あなたの 答えは 適切 である 。
▁もう 手が 冷たく って 。	▁もう 手が 冷たく って 。
▁ この本 は ここで 売 られています 。	▁ この本 は ここで 売 られています 。
▁彼は いつも 仕事を やり かけ に しておく 。	▁彼は いつも 仕事を 途中 に しておく 。
▁私は 時々 一人で 外国 旅行 を したものだ 。	▁私は 時々 一人で 外国 旅行 を したものだ 。
▁彼は 少し 疲れている ようですね 。	▁彼は 少し 疲れている ようですね 。
▁ 君 は必ずしも 間違って はいない 。	▁あなたは 必ずしも 間違って はいない 。
▁ 誰も こんな 辺 鄙 な 村 に 我々 を訪ねて こない 。	▁ 誰も こんな 行くの が難しい 村 に 私たち を訪ね ない 。
▁ 冷たい 水を 持ってきて 下さい 。	▁ 冷たい 水を 持ってきて ください 。
▁彼は 必ず 一度 月に 一回 両親 に 手紙 を書く 。	▁彼は 必ず 1 度 月に 1 回 両親 に 手紙 を書く 。
▁ 誰でも その 問題 を解く ことができる 。	▁ 誰でも その 問題を 答え ることができる 。
▁私は 昨日 映画 を見 に行きました 。	▁私は 昨日 映画 を見 に行きました 。
▁空 には 太陽 が 輝いて います 。	▁空 には 太陽 が 輝いて います 。
▁これら より もう少し 大きい の はありますか 。	▁これら より もう少し 大きい の はありますか 。
▁彼は 君の 成功 を ね た んでいる 。	▁彼は あなたの 成功 を見て 自分も そうな り たいと思っている 。
▁彼女は 子供を 正直 である ように 育てた 。	▁彼女は 子供を 正直 である ように 育てた 。
▁私は 彼の 計画 に 賛成 します 。	▁私は 彼の 計画 に 賛成 します 。
▁彼は 親切 にも 私に 町 を 案内 してくれた 。	▁彼は 親切 にも 私に 町 を 案内 してくれた 。
▁ 君の 助言 はいつも 私の 役に立つ 。	▁あなたの 助言 はいつも 私の 役に立つ 。
▁ 私達 は 会合 を 次の 日曜 まで 延期 することに 決めた 。	▁私たちは 会議 を 次の 日曜 まで 遅く することに 決めた 。
▁彼は 我々の チーム で最も 価値 のある 選手 です 。	▁彼は 私たちの チーム で最も 価値 のある 選手 です 。
▁ 私と テニス を しませんか 。	▁ 私と テニス を しませんか 。
▁ここから タクシー で 行くと いくら くらい かかります か 。	▁ここから タクシー で 行くと いくら くらい かかります か 。
▁私は 本当は そのように 考えていない 。	▁私は 本当は そのように 考えていない 。
▁それが 私の お気に入りの 歌 だ 。	▁それが 私の お気に入りの 歌 だ 。
▁ 彼女に は よくある 事 だが 、 約束を 破 った 。	▁ 彼女に は よくある 事 だが 、 約束を 破 った 。
▁彼女は 他の どの 学生 にも 劣 らず 勉強 する 。	▁彼女は 他の どの 学生 にも 負け ず 勉強 する 。
▁ほかの 国 にも 旅行 しますか 。	▁ほかの 国 にも 旅行 しますか 。
▁ ジョン は チェ スが 上手 です 。	▁ ジョン は 相手の 王 を 逃げ られ なく すれば 勝つ ゲーム が うまい です 。
▁ いつでも 喜んで お手伝い いたします 。	▁ いつでも 喜んで お 助け します 。
▁彼の 職業 は 電話 と 関係がある 。	▁彼の 仕事は 電話 と 関係がある 。
▁ やりたいこと を全部 する 時間が ないのです 。	▁ やりたいこと を 全て する 時間が ないのです 。
▁ 誰もが 彼女の ことを 誉め る 。	▁ 誰もが 彼女の ことを 褒め る 。
▁あの 犬 には 近づく な 。	▁あの 犬 には 近づく な 。
▁ お父さん のそばに 座り なさい 。	▁ お父さん のそばに 座り なさい 。
▁彼女は 彼に 自転車 を使う ように言った 。	▁彼女は 彼に 自転車 を使う ように言った 。
▁その 事故 で 交通 は 止まった 。	▁その 事故 で 交通 は 止まった 。
▁彼は 彼女の 妹 と 結婚した 。	▁彼は 彼女の 妹 と 結婚した 。
▁彼は 建物 の奥 に行って みました 。	▁彼は 建物 の奥 に行って みました 。
▁彼は 言った ことを し 損 なった 。	▁彼は 言った ことを できず に 終わった 。
▁彼は 野球 の 選手 です 。	▁彼は 野球 の 選手 です 。
▁私 と一緒に 来ない 。	▁私 と一緒に 来ない 。
▁私の 父は いつも 忙しい 。	▁私の 父は いつも 忙しい 。
▁彼は 繊細 だ 。	▁彼は 繊細 だ 。
▁ ジム は お父さん に似ている 。	▁ ジム は お父さん に似ている 。
▁彼は 今日 、 お弁当 を持って 来た 。	▁彼は 今日 、 お弁当 を持って 来た 。
▁いつ 食事を 出した ら よいか 教えて下さい 。	▁いつ 食事を 出した ら よいか 教えてください 。
▁ 病院 まで 10 マイル もある 。	▁ 病院 まで 10 マイル もある 。
▁ 何を やっても 無駄 だよ 。	▁ 何を やっても 無駄 だよ 。
▁彼は いやいや その 仕事を した 。	▁彼は 仕方 がなく その 仕事を した 。
▁ 我々は いつか は 石油 が 不足 するだろう 。	▁私たちは いつか は 石油 が 不足 するだろう 。
▁彼女の 声は 震え ていた 。	▁彼女の 声は 震え ていた 。
▁ トム は 兄 と同じくらい 上手に スキー ができる 。	▁ トム は 兄 と同じくらい うまく 雪 の上を 滑 る スポーツ ができる 。
▁そんな ガ ツ ガ ツ 食べない で 、 もうちょっと ゆっくり 食べよう よ 。	▁そんな 急いで 食べない で 、 もうちょっと ゆっくり 食べよう よ 。
▁彼は 新聞に 自分の 顔を 発表した かった 。	▁彼は 新聞に 自分の 顔を 発表した かった 。
▁彼が そう思う の はまったく 当然 だ 。	▁彼が そう思う の は全く 当然 だ 。
▁私は 結婚 しています 。	▁私は 結婚 しています 。
▁彼の 父は 事業 に 失敗した 。	▁彼の 父は 事業 に 失敗した 。
▁彼の 話は みんな を 楽 し ませた 。	▁彼の 話は みんな を 楽 し ませた 。
▁ 滞在 中は 楽しかった ですか 。	▁ 滞在 中は 楽しかった ですか 。
▁私は タバコ を 吸う ために 立ち 止まった 。	▁私は 煙草 を 吸う ために 歩く の を やめた 。
▁彼女は 、 大分 に行く 。	▁彼女は 、 大分 に行く 。
▁私の 時計 は 週に 3 分 遅れる 。	▁私の 時計 は 週に 3 分 遅れる 。
▁ つか の間の 平和 の 後で また 戦争 が起こった 。	▁ 短い 間の 平和 の 後で また 戦争 が起こった 。
▁今日は 泳ぎ たく は ないですか 。	▁今日は 泳ぎ たく は ないですか 。
▁また 近い うちに お 目に かかり ましょう 。	▁また 近い うちに お 目に かかり ましょう 。
▁ 私達 はその 少年 を ガイド にした 。	▁私たちは その 少年 に 案内 を 頼んだ 。
▁今年は 寒い 秋 です 。	▁今年は 寒い 秋 です 。
▁彼は 自分の考え を書き 留め た 。	▁彼は 自分の考え を書いて おいた 。
▁ 我々 学生 は みな 野球 が 好きだ 。	▁私たち 学生 は みんな 野球 が 好きだ 。
▁その 会社は 車を 何 台 買った か 。	▁その 会社は 車を 何 台 買った か 。
▁彼は 短い 病気 の 後で 死んだ 。	▁彼は 短い 病気 の 後で 死んだ 。
▁そんなこと をする なんて 何と 無 分別 な 男だ 。	▁そんなこと をする なんて 何と 他の人 のことを 考えない 男だ 。
▁ く たく た に 疲れ ました 。	▁とても 疲れ ました 。
▁彼女は 私たちに 役に立つ 情報を くれました 。	▁彼女は 私たちに 役に立つ 情報を くれました 。
▁ああ 、 やっと 終わった 。	▁ああ 、 やっと 終わった 。
▁ 国民 は 新しい 政府 を作った 。	▁ 国民 は 新しい 政府 を作った 。
▁私は 帰宅 すると いつも コート に ブラシ をかける 。	▁私は 家に帰る と いつも 上に 着る 服 を きれいに する 。
▁彼は それが できる といった 。	▁彼は それが できる といった 。
▁彼は ガン にかかった 。	▁彼は ガン にかかった 。
▁これまでの ところ すべてが 順調 だ 。	▁これまでの ところ 全て が 調子 よい 。
▁私は その 本 を読み 終えた ところです 。	▁私は その 本 を読み 終わった ところです 。
▁それが 真実 であると 仮定 しよう 。	▁それが 本当の ことである として 考えてみよう 。
▁彼は 私に そこへ 行け と 命じた 。	▁彼は 私に そこへ 行け と 命令 した 。
▁ 私たちに まだ たくさんの 仕事 がある 。	▁ 私たちに まだ 多くの 仕事 がある 。
▁何 の 用 で ここまで きた のですか 。	▁何 の 目的で ここまで きた のですか 。
▁ 成功 すること はまったく 期待 してない 。	▁ 成功 すること は全く 期待 してない 。
▁この 箱 を 2 階 へ 運んで もらえます か 。	▁この 箱 を 2 階 へ 運んで もらえます か 。
▁私の 母は 私に か ばん を作って くれました 。	▁私の 母は 私に 鞄 を作って くれました 。
▁こんな 長い間 待たせ て ごめんなさい 。	▁こんな 長い間 待たせ て ごめんなさい 。
▁ 腕を 放 して 。	▁ 腕を 放 して 。
▁ 遅れた ので 私は バスに乗 った 。	▁ 遅れた ので 私は バスに乗 った 。
▁彼は 口 も 利 けない 程 腹を立て ていた 。	▁彼は 何も 話すこと が 出来ない ほどに 腹を立て ていた 。
▁ 悪かった 。	▁ 悪かった 。
▁ 念のため 、 何か 食べて お きなさい 。	▁とりあえず 、 何か 食べて お きなさい 。
▁彼らは あなたを 怖 が っていた 。	▁彼らは あなたを 怖 が っていた 。
▁ 君が 今日 いこう と たいした 違い は ないだろう 。	▁あなたが 今日 いこう と 大きな 違い は ないだろう 。
▁ だれが この 人形 を作った か 。	▁ 誰が この 人形 を作った か 。
▁彼は その 新しい 計画 に 抗議 した 。	▁彼は その 新しい 計画 に反対 した 。
▁昨日は 、 く もり だった 。	▁昨日は 、 曇り だった 。
▁彼は ゆっくりと 歩く 。	▁彼は ゆっくりと 歩く 。
▁この 辞書 は すごく 役に立つ 。	▁この 辞書 は すごく 役に立つ 。
▁私は その ゲーム はとても 面白い と思った 。	▁私は その ゲーム はとても 面白い と思った 。
▁ 誰でも 間 違う 事は ある 。	▁ 誰でも 間 違う 事は ある 。
▁私は たびたび 彼 を訪ね ます 。	▁私は よく 彼 を訪ね ます 。
▁彼は きっと 来る と思う 。	▁彼は きっと 来る と思う 。
▁もう少し 記憶 力が よければ なあ 。	▁もう少し 記憶 力が よければ なあ 。
▁いつ あなたは お姉さん と 京都 へ行き ましたか 。	▁いつ あなたは お姉さん と 京都 へ行き ましたか 。
▁その 劇 は 残念な くらい 早く 終わった 。	▁その 劇 は 残念な くらい 早く 終わった 。
▁私は 君 を 信頼 している 。	▁私は あなたを 信頼 している 。
▁われわれは 自分だけ のために 生まれた のではない 。	▁私たちは 自分だけ のために 生まれた のではない 。
▁彼は 大学 に入れる ように 一生懸命 勉強 した 。	▁彼は 大学 に入れる ように 頑張って 勉強 した 。
▁ キャッチ ボールを しよう 。	▁ ボールを 互いに 投げ よう 。
▁ もうちょっと 上 品 に できない の 。	▁ もうちょっと 品を 良く できない の 。
▁私の 仕事に は 手助け がいる 。	▁私の 仕事に は 助け る 人がいる 。
▁彼は パリ へ行き 初めて 私 に会った 。	▁彼は パリ へ行き 初めて 私 に会った 。
▁ ドア は どうしても 開 かなかった 。	▁ ドア は どうしても 開 かなかった 。
▁彼は 少しも 仕事を しなかった 。	▁彼は 少しも 仕事を しなかった 。
▁ ぼくに はまるで その理由 がわからない 。	▁ 僕に はまるで その理由 がわからない 。
▁ 誤解 し ないでくれ 。	▁ 間違った 理解 をし ないでくれ 。
▁ 時間 のある 時に 私 に会い に 来 なさい 。	▁ 時間 のある 時に 私 に会い に 来 なさい 。
▁ご ゆっくり どうぞ 。 急ぐ 必要はありません 。	▁ご ゆっくり どうぞ 。 急ぐ 必要はありません 。
▁彼は 簡単に 木 に のぼる 。	▁彼は 簡単に 木 に 登る 。
▁ 列車 が 入ってくる よ 。	▁ 列車 が 入ってくる よ 。
▁最近 彼女を 見かけ ない 。	▁最近 彼女を 見ない 。
▁ 易 しい 英語で 言って ください 。	▁ 簡単な 英語で 言って ください 。
▁私の 娘は ぐっすり 寝ている 。	▁私の 娘は 深く 寝ている 。
▁彼は かなり たくさんの 本 を持っている 。	▁彼は かなり 多くの 本 を持っている 。
▁ 実 を 言うと 彼女は ぼくの 妹 なんだ 。	▁ 実 を 言うと 彼女は 僕の 妹 なんだ 。
▁今日は 少し すず しい 。	▁今日は 少し 涼しい 。
▁ ジョ アン ではなくて 、 君が 間違っている 。	▁ ジョ アン ではなくて 、 あなたが 間違い だ 。
▁ここ が 父の 生まれた ところです 。	▁ここ が 父の 生まれた ところです 。
▁ 私達 はまだ 電話を つり つけて いません 。	▁私たちは まだ 電話 をつけて いません 。
▁僕が いない 間 、 この 赤ちゃん をお願い する よ 。	▁僕が いない 間 、 この 赤ちゃん をお願い する よ 。
▁私の 電話 は 故障 している 。	▁私の 電話 は ダメ になっている 。
▁その 子を から かって はいけない 。	▁その 子を 困 らせて はならない 。
▁今 あまり お金 を持って いません 。	▁今 あまり お金 を持って いません 。
▁もし 見つかった ら 彼は ひどい 目に あう だろう 。	▁もし 見つけられ たら 彼は ひどい ことになるだろう 。
▁私は 彼に 支払う べき 金を 払った 。	▁私は 彼に 払う べき 金を 払った 。
▁ 彼女に 手を だす な 。	▁ 彼女に 手 を出す な 。
▁ 私を 助けてくれ たとき 、 彼は 危険 を 冒 した 。	▁私 を助け てくれた 時 、 彼は 危険な ことを した 。
▁ 彼と 論議 しても 無駄 だ 。	▁ 彼と 意見を お互いに 話して も 意味がない 。
▁この 犬は 誰が 世話 をする のですか 。	▁この 犬は 誰が 世話 をする のですか 。
▁私は あなたに 日本 について 話 しましょう 。	▁私は あなたに 日本 について 話 しましょう 。
▁私は あなたの 言うこと が さっぱり わかりません 。	▁私は あなたの 言うこと が 全く わかりません 。
▁あなたが 試験 に 受 かる ことは確か です 。	▁あなたが 試験 に 合格 する ことは確か です 。
▁ ヒゲ も そり ますか 。	▁ 口の 周囲の 毛 も そり ますか 。
▁今日は 少し 気分 が悪い 。	▁今日は 少し 気分 が悪い 。
▁彼女は 来週 から 産 休 に入る 。	▁彼女は 1 週間 後から 赤ちゃん が生まれた ため 休み に入る 。
▁この 計画 について 大 部分は 知っている 。	▁この 計画 について 大 部分は 知っている 。
▁ 近くで 火事 が起こった 。	▁ 近くで 火事 が起こった 。
▁ 散歩 程 よい 物 はない 。	▁外 を歩く こと ほど いい 物 はない 。
▁次に 何 が起こる か だれにも わからない 。	▁次に 何 が起こる か 誰にも わからない 。
▁彼は 私の 留守 中 に会い に来た 。	▁彼は 私の 留守 中 に会い に来た 。
▁彼女の おじさん は 有名な 医者 です 。	▁彼女の おじさん は 有名な 医者 です 。
▁ 毎朝 、 何時 に 起き ますか 。	▁毎日 朝 、 何時 に 起き ますか 。
▁ 渋滞 に ひっ かかった 。	▁ 混んで いる 道路 に入った 。
▁彼は テレビ を消して 勉強 にとり かかった 。	▁彼は テレビ を切って 勉強 を始めた 。
▁わたし 新しい 服 を 買わ なくちゃ 。	▁私 新しい 服 を 買わ なくちゃ 。
▁テレビ を見た 後で 宿題 をする 。	▁テレビ を見た 後で 宿題 をする 。
▁そこに 署名 してください 。	▁そこに 名前 を書いて ください 。
▁彼は 自動 車を運転 できる 年齢 だ 。	▁彼は 自動 車を運転 できる 年齢 だ 。
▁ スキー に行きたい な 。	▁雪 の上を 滑 る スポーツ を するところ に行きたい な 。
▁あなたは ポー ラ に 何 と言った のですか 。	▁あなたは ポー ラ に 何 と言った のですか 。
▁その 手を 空 へ 突き 上げ ろ 。	▁その 手を 空 へ 上げ ろ 。
▁今日は 人生 最良の 日 だ 。	▁今日は 人生 で最も いい 日 だ 。
▁ 君が このことを 理解 する時 が くる だろう 。	▁あなたが このことを 理解 する時 が くる だろう 。
▁ 私に その 辞書 を持って きなさい 。	▁ 私に その 辞書 を持って きなさい 。
▁今まで 何を していた のですか 。	▁今まで 何を していた のですか 。
▁ 徒歩 5 分 以内 に着く はずです 。	▁ 歩いて 5 分 以下 で 着く はずです 。
▁彼女は 貧しい 人達 の 味方 です 。	▁彼女は お金が なく 生活 が 大変な 人たちの 味方 です 。
▁何 を作る のですか 。	▁何 を作る のですか 。
▁彼女は また もとの 自分 に戻った 。	▁彼女は また 元の 自分 に戻った 。
▁ 早 寝 早起き する 人は 長生き する ものだ 。	▁早く 寝て 早く 起きる 人は 長く 生きる ものだ 。
▁あの 牛 を見 なさい 。	▁あの 牛 を見 なさい 。
▁ 実 を 言うと 、 二人は 夫婦 で ないのです 。	▁ 実 を 言うと 、 二人は 夫婦 で ないのです 。
▁これが 彼らに 一番 気に 入らなかった 。	▁これが 彼らに 一番 気に 入らなかった 。
▁彼は 以前 ここに 住んでいた 。	▁彼は 前 ここに 住んでいた 。
▁ 子供は 母親に あい たがっている 。	▁ 子供は 母 に会い たく 思っている 。
▁ 君 には 脱 帽 する よ 。	▁あなた には 心から すごい と感じる よ 。
▁ この部屋 は 暑い 。	▁ この部屋 は 暑い 。
▁その 湖 の深さ は どのくらい ですか 。	▁その 湖 の深さ は どのくらい ですか 。
▁彼は 英語 を書く と 必ず 間違え る 。	▁彼は 英語 を書く と 必ず 間違い をする 。
▁実は それ 、 本当 なんだ 。	▁実は それ 、 本当 なんだ 。
▁あなたの 言う 事が 理解 できません 。	▁あなたの 言う 事が 理解 できません 。
▁彼女は 上 品 ぶ っている 。	▁彼女は 品 が高い ように 見せ ている 。
▁あの 二人 できて る の ?	▁あの 二人 できて る の ?
▁彼らは 普段 自転車 で 登校 します 。	▁彼らは いつも 自転車 で 学校 に行きます 。
▁私は いまは なにも する ことができません 。	▁私は 今は なにも する ことができません 。
▁ いつでも 自分で 謝 るべきだ 。	▁ いつでも 自分で 謝 るべきだ 。
