猫 は 木 を かけ登っ た 。 	猫 は 木 を 走っ て 登っ た 。 
彼 は 何 で も 、 しっ た かぶり する 。 	彼 は 何 で も 、 知っ て いる よう に 見せる 。 
ジョン は 駅 の 方 へ と 歩い て いる 。 	ジョン は 駅 の 方 へ と 歩い て いる 。 
そんな に 怒る 必要 は ない 。 	そんな に 怒る 必要 は ない 。 
後 で 、 折り返し 電話 する わ 。 	後 で 、 すぐ に 電話 する わ 。 
ケーキ を もっと 召し上がっ て ください 。 	ケーキ を もっと 食べ て ください 。 
私 に は 外国 人 の 友達 が ２人 い ます 。 	私 に は 外国 人 の 友達 が 二人 い ます 。 
成功 する つもり なら 努力 し なけれ ば なら ない 。 	成功 する つもり なら 努力 し なけれ ば なら ない 。 
この ２ つ から 選び なさい 。 	この ２ つ から 選び なさい 。 
その 家 は かなり ぼろ 屋 に なっ て いる 。 	その 家 は かなり 古く なっ て いる 。 
私 は 大坂 生まれ です が 、 東京 で 育ち まし た 。 	私 は 大坂 で 生まれ まし た が 、 東京 で 生活 し まし た 。 
月曜 日 まで に この 仕事 を 終え て 下さい 。 	月曜 日 まで に この 仕事 を 終わら せ て ください 。 
あの 家 は まだ 買い手 が つか ない 。 	あの 家 は まだ 買う 人 が い ない 。 
戦争 が 起こる か も しれ ない 。 	戦争 が 起こる か も しれ ない 。 
目覚め て みる と 彼女 は 病院 に い た 。 	起き て みる と 彼女 は 病院 に い た 。 
彼女 は 元気 が 無くなっ た 。 	彼女 は 元気 が なくなっ た 。 
それ は こっち の セリフ です よ 。 	それ は こっち の 言葉 です よ 。 
大阪 に は どう やっ て 行く ん です か 。 	大阪 に は どう やっ て 行く ん です か 。 
私 は 彼女 の 合格 を 祝っ た 。 	私 は 彼女 の 合格 を 喜ん だ 。 
もっと ゆっくり 言っ て ください 。 	もっと ゆっくり 言っ て ください 。 
十 中 八、九 まで 彼 は 彼女 と 結婚 する だろう 。 	おそらく 彼 は 彼女 と 結婚 する だろう 。 
お 勘定 し て 下さい 。 	お 会計 し て ください 。 
我々 は 上 の ほう から 叫び声 が する の を 耳 に し た 。 	私 たち は 上 の 方 から 叫ぶ 声 が する の を 耳 に し た 。 
通り に は たくさん の 車 が 見える 。 	通り に は 多く の 車 が 見える 。 
これ ら は あなた の 物 です か 。 	これ ら は あなた の 物 です か 。 
書か ね ば なら ない 手紙 が あり ます 。 	書か ね ば なら ない 手紙 が あり ます 。 
その 帽子 は ５ ０ ドル でし た 。 	その 帽子 は ５ ０ ドル でし た 。 
中国 人 は 朝食 に 何 を 食べ ます か 。 	中国 人 は 朝食 に 何 を 食べ ます か 。 
彼 は 君 に ここ に い て もらい たがっ て いる 。 	彼 は あなた に ここ に い て もらい たい と 思っ て いる 。 
彼 は 試験 を うける べき で あっ た の に 。 	彼 は 試験 を 受ける べき で あっ た の に 。 
私 の 兄 は 交通 事故 で 亡くなっ た 。 	私 の 兄 は 交通 事故 で 死ん だ 。 
この 仕事 は 単純 な の で 子供 に も できる 。 	この 仕事 は 簡単 な の で 子供 に も できる 。 
列車 は その 駅 で は 止まり ませ ん 。 	列車 は その 駅 で は 止まり ませ ん 。 
老人 を いたわり なさい 。 	老人 を 大切 に し なさい 。 
この世 に 全く 新 しき も の なし 。 	この 世界 に 全く 新しい もの なし 。 
彼 は 先生 の 忠告 を 尊重 し た 。 	彼 は 先生 の 注意 を 大切 に し た 。 
彼 ら は その 問題 を 解決 する ため に 大変 努力 し た 。 	彼 ら は その 問題 を 解決 する ため に 大変 努力 し た 。 
私 は その 事実 を 知っ て い まし た よ 。 	私 は その 事実 を 知っ て い まし た よ 。 
これ は 私 が 欲しい と 思っ た 物 です 。 	これ は 私 が 欲しい と 思っ た 物 です 。 
彼女 は あざけら れ た 。 	彼女 は 悪く 言わ れ た 。 
これ で 僕 も ようやく 浮かば れる 。 	これ で 僕 も ようやく 浮かば れる 。 
彼 は 事故 の ため 仕事 が でき なく なっ た 。 	彼 は 事故 の ため 仕事 が でき なく なっ た 。 
誰 が この 事件 を 裁く の でしょう か 。 	誰 が この 事件 を 裁く の でしょう か 。 
君 は それ を 持っ て い ます か 。 	あなた は それ を 持っ て い ます か 。 
彼 は 、 イギリス 人 です 。 	彼 は 、 イギリス 人 です 。 
ある 意味 で 、 人生 は 夢 に すぎ ない 。 	ある 意味 で 、 人生 は 夢 に すぎ ない 。 
私 は 午後 ずっと その 本 を 読み 続け て いる 。 	私 は 午後 ずっと その 本 を 読み 続け て いる 。 
なぜ 、 彼女 に 直接 言わ ない の 。 	なぜ 、 彼女 に 直接 言わ ない の 。 
その 考え は あまり 気 に 入ら ない 。 	その 考え は あまり 気 に 入ら ない 。 
彼 は その 時 まで に すっかり 頭 に き て い た 。 	彼 は その 時 まで に 完全 に 頭 に き て い た 。 
彼 ら は 別々 に 住ん で いる 。 	彼 ら は 別 の 所 に 住ん で いる 。 
この 辞書 は 私 に 大いに 役立っ た 。 	この 辞書 は 私 に とても 役 に 立っ た 。 
君 は 今日 明るい 顔 を し て いる 。 	あなた は 今日 明るい 顔 を し て いる 。 
だれ も 彼 の 間違い を 指摘 する だけ の 勇気 が なかっ た 。 	誰 も 彼 の 間違い を 指摘 する だけ の 勇気 が なかっ た 。 
あなた は 何 に する の 。 	あなた は 何 に する の 。 
君 の 答え は 適切 で ある 。 	あなた の 答え は 適切 で ある 。 
もう 手 が 冷たく って 。 	もう 手 が 冷たく って 。 
この 本 は ここ で 売ら れ て い ます 。 	この 本 は ここ で 売ら れ て い ます 。 
彼 は いつ も 仕事 を やりかけ に し て おく 。 	彼 は いつ も 仕事 を 途中 に し て おく 。 
私 は 時々 一人 で 外国 旅行 を し た もの だ 。 	私 は 時々 一人 で 外国 旅行 を し た もの だ 。 
彼 は 少し 疲れ て いる よう です ね 。 	彼 は 少し 疲れ て いる よう です ね 。 
君 は 必ず しも 間違っ て は い ない 。 	あなた は 必ず しも 間違っ て は い ない 。 
誰 も こんな 辺鄙 な 村 に 我々 を 訪ね て こ ない 。 	誰 も こんな 行く の が 難しい 村 に 私 たち を 訪ね ない 。 
冷たい 水 を 持っ て き て 下さい 。 	冷たい 水 を 持っ て き て ください 。 
彼 は 必ず 一 度 月 に 一 回 両親 に 手紙 を 書く 。 	彼 は 必ず １ 度 月 に １ 回 両親 に 手紙 を 書く 。 
誰 で も その 問題 を 解く こと が できる 。 	誰 で も その 問題 を 答える こと が できる 。 
私 は 昨日 映画 を 見 に 行き まし た 。 	私 は 昨日 映画 を 見 に 行き まし た 。 
空 に は 太陽 が 輝い て い ます 。 	空 に は 太陽 が 輝い て い ます 。 
これ ら より もう 少し 大きい の は あり ます か 。 	これ ら より もう 少し 大きい の は あり ます か 。 
彼 は 君 の 成功 を ねたん で いる 。 	彼 は あなた の 成功 を 見 て 自分 も そう なり たい と 思っ て いる 。 
彼女 は 子供 を 正直 で ある よう に 育て た 。 	彼女 は 子供 を 正直 で ある よう に 育て た 。 
私 は 彼 の 計画 に 賛成 し ます 。 	私 は 彼 の 計画 に 賛成 し ます 。 
彼 は 親切 に も 私 に 町 を 案内 し て くれ た 。 	彼 は 親切 に も 私 に 町 を 案内 し て くれ た 。 
君 の 助言 は いつ も 私 の 役 に 立つ 。 	あなた の 助言 は いつ も 私 の 役 に 立つ 。 
私 達 は 会合 を 次 の 日曜 まで 延期 する こと に 決め た 。 	私 たち は 会議 を 次 の 日曜 まで 遅く する こと に 決め た 。 
彼 は 我々 の チーム で 最も 価値 の ある 選手 です 。 	彼 は 私 たち の チーム で 最も 価値 の ある 選手 です 。 
私 と テニス を し ませ ん か 。 	私 と テニス を し ませ ん か 。 
ここ から タクシー で 行く と いくら くらい かかり ます か 。 	ここ から タクシー で 行く と いくら くらい かかり ます か 。 
私 は 本当 は その よう に 考え て い ない 。 	私 は 本当 は その よう に 考え て い ない 。 
それ が 私 の お 気 に 入り の 歌 だ 。 	それ が 私 の お 気 に 入り の 歌 だ 。 
彼女 に は よく ある 事 だ が 、 約束 を 破っ た 。 	彼女 に は よく ある 事 だ が 、 約束 を 破っ た 。 
彼女 は 他 の どの 学生 に も 劣ら ず 勉強 する 。 	彼女 は 他 の どの 学生 に も 負け ず 勉強 する 。 
ほか の 国 に も 旅行 し ます か 。 	ほか の 国 に も 旅行 し ます か 。 
ジョン は チェス が 上手 です 。 	ジョン は 相手 の 王 を 逃げ られ なく すれ ば 勝つ ゲーム が うまい です 。 
いつ で も 喜ん で お 手伝い いたし ます 。 	いつ で も 喜ん で お 助け し ます 。 
彼 の 職業 は 電話 と 関係 が ある 。 	彼 の 仕事 は 電話 と 関係 が ある 。 
やり たい こと を 全部 する 時間 が ない の です 。 	やり たい こと を 全て する 時間 が ない の です 。 
誰 も が 彼女 の こと を 誉める 。 	誰 も が 彼女 の こと を 褒める 。 
あの 犬 に は 近づく な 。 	あの 犬 に は 近づく な 。 
お 父 さん の そば に 座り なさい 。 	お 父 さん の そば に 座り なさい 。 
彼女 は 彼 に 自転 車 を 使う よう に 言っ た 。 	彼女 は 彼 に 自転 車 を 使う よう に 言っ た 。 
その 事故 で 交通 は 止まっ た 。 	その 事故 で 交通 は 止まっ た 。 
彼 は 彼女 の 妹 と 結婚 し た 。 	彼 は 彼女 の 妹 と 結婚 し た 。 
彼 は 建物 の 奥 に 行っ て み まし た 。 	彼 は 建物 の 奥 に 行っ て み まし た 。 
彼 は 言っ た こと を し 損なっ た 。 	彼 は 言っ た こと を でき ず に 終わっ た 。 
彼 は 野球 の 選手 です 。 	彼 は 野球 の 選手 です 。 
私 と 一緒 に 来 ない 。 	私 と 一緒 に 来 ない 。 
私 の 父 は いつ も 忙しい 。 	私 の 父 は いつ も 忙しい 。 
彼 は 繊細 だ 。 	彼 は 繊細 だ 。 
ジム は お 父 さん に 似 て いる 。 	ジム は お 父 さん に 似 て いる 。 
彼 は 今日 、 お 弁当 を 持っ て 来 た 。 	彼 は 今日 、 お 弁当 を 持っ て 来 た 。 
いつ 食事 を 出し たら よい か 教え て 下さい 。 	いつ 食事 を 出し たら よい か 教え て ください 。 
病院 まで １ ０ マイル も ある 。 	病院 まで １ ０ マイル も ある 。 
何 を やっ て も 無駄 だ よ 。 	何 を やっ て も 無駄 だ よ 。 
彼 は いやいや その 仕事 を し た 。 	彼 は 仕方 が なく その 仕事 を し た 。 
我々 は いつ か は 石油 が 不足 する だろう 。 	私 たち は いつ か は 石油 が 不足 する だろう 。 
彼女 の 声 は 震え て い た 。 	彼女 の 声 は 震え て い た 。 
トム は 兄 と 同じ くらい 上手 に スキー が できる 。 	トム は 兄 と 同じ くらい うまく 雪 の 上 を 滑る スポーツ が できる 。 
そんな ガツガツ 食べ ない で 、 もう ちょっと ゆっくり 食べよう よ 。 	そんな 急い で 食べ ない で 、 もう ちょっと ゆっくり 食べよう よ 。 
彼 は 新聞 に 自分 の 顔 を 発表 し たかっ た 。 	彼 は 新聞 に 自分 の 顔 を 発表 し たかっ た 。 
彼 が そう 思う の は まったく 当然 だ 。 	彼 が そう 思う の は 全く 当然 だ 。 
私 は 結婚 し て い ます 。 	私 は 結婚 し て い ます 。 
彼 の 父 は 事業 に 失敗 し た 。 	彼 の 父 は 事業 に 失敗 し た 。 
彼 の 話 は みんな を 楽しま せ た 。 	彼 の 話 は みんな を 楽しま せ た 。 
滞在 中 は 楽しかっ た です か 。 	滞在 中 は 楽しかっ た です か 。 
私 は タバコ を 吸う ため に 立ち止まっ た 。 	私 は 煙草 を 吸う ため に 歩く の を やめ た 。 
彼女 は 、 大分 に 行く 。 	彼女 は 、 大分 に 行く 。 
私 の 時計 は 週 に ３ 分 遅れる 。 	私 の 時計 は 週 に ３ 分 遅れる 。 
つかの間 の 平和 の 後 で また 戦争 が 起こっ た 。 	短い 間 の 平和 の 後 で また 戦争 が 起こっ た 。 
今日 は 泳ぎ たく は ない です か 。 	今日 は 泳ぎ たく は ない です か 。 
また 近い うち に お 目 に かかり ましょう 。 	また 近い うち に お 目 に かかり ましょう 。 
私 達 は その 少年 を ガイド に し た 。 	私 たち は その 少年 に 案内 を 頼ん だ 。 
今年 は 寒い 秋 です 。 	今年 は 寒い 秋 です 。 
彼 は 自分 の 考え を 書き留め た 。 	彼 は 自分 の 考え を 書い て おい た 。 
我々 学 生 は みな 野球 が 好き だ 。 	私 たち 学生 は みんな 野球 が 好き だ 。 
その 会社 は 車 を 何 台 買っ た か 。 	その 会社 は 車 を 何 台 買っ た か 。 
彼 は 短い 病気 の 後 で 死ん だ 。 	彼 は 短い 病気 の 後 で 死ん だ 。 
そんな こと を する なんて 何 と 無 分別 な 男 だ 。 	そんな こと を する なんて 何 と 他 の 人 の こと を 考え ない 男 だ 。 
くたくた に 疲れ まし た 。 	とても 疲れ まし た 。 
彼女 は 私 たち に 役 に 立つ 情報 を くれ まし た 。 	彼女 は 私 たち に 役 に 立つ 情報 を くれ まし た 。 
ああ 、 やっと 終わっ た 。 	ああ 、 やっと 終わっ た 。 
国民 は 新しい 政府 を 作っ た 。 	国民 は 新しい 政府 を 作っ た 。 
私 は 帰宅 する と いつ も コート に ブラシ を かける 。 	私 は 家 に 帰る と いつ も 上 に 着る 服 を きれい に する 。 
彼 は それ が できる と いっ た 。 	彼 は それ が できる と いっ た 。 
彼 は ガン に かかっ た 。 	彼 は ガン に かかっ た 。 
これ まで の ところ すべて が 順調 だ 。 	これ まで の ところ 全て が 調子 よい 。 
私 は その 本 を 読み 終え た ところ です 。 	私 は その 本 を 読み 終わっ た ところ です 。 
それ が 真実 で ある と 仮定 しよう 。 	それ が 本当 の こと で ある と し て 考え て みよう 。 
彼 は 私 に そこ へ 行け と 命じ た 。 	彼 は 私 に そこ へ 行け と 命令 し た 。 
私 たち に まだ たくさん の 仕事 が ある 。 	私 たち に まだ 多く の 仕事 が ある 。 
何 の 用 で ここ まで き た の です か 。 	何 の 目的 で ここ まで き た の です か 。 
成功 する こと は まったく 期待 し て ない 。 	成功 する こと は 全く 期待 し て ない 。 
この 箱 を ２ 階 へ 運ん で もらえ ます か 。 	この 箱 を ２ 階 へ 運ん で もらえ ます か 。 
私 の 母 は 私 に かばん を 作っ て くれ まし た 。 	私 の 母 は 私 に 鞄 を 作っ て くれ まし た 。 
こんな 長い 間 待た せ て ごめん なさい 。 	こんな 長い 間 待た せ て ごめん なさい 。 
腕 を 放し て 。 	腕 を 放し て 。 
遅れ た の で 私 は バス に 乗っ た 。 	遅れ た の で 私 は バス に 乗っ た 。 
彼 は 口 も 利け ない 程 腹 を 立て て い た 。 	彼 は 何 も 話す こと が 出来 ない ほど に 腹 を 立て て い た 。 
悪かっ た 。 	悪かっ た 。 
念 の ため 、 何 か 食べ て おき なさい 。 	とりあえず 、 何 か 食べ て おき なさい 。 
彼 ら は あなた を 怖 がっ て い た 。 	彼 ら は あなた を 怖 がっ て い た 。 
君 が 今日 いこう と たいした 違い は ない だろう 。 	あなた が 今日 いこう と 大きな 違い は ない だろう 。 
だれ が この 人形 を 作っ た か 。 	誰 が この 人形 を 作っ た か 。 
彼 は その 新しい 計画 に 抗議 し た 。 	彼 は その 新しい 計画 に 反対 し た 。 
昨日 は 、 くもり だっ た 。 	昨日 は 、 曇り だっ た 。 
彼 は ゆっくり と 歩く 。 	彼 は ゆっくり と 歩く 。 
この 辞書 は すごく 役 に 立つ 。 	この 辞書 は すごく 役 に 立つ 。 
私 は その ゲーム は とても 面白い と 思っ た 。 	私 は その ゲーム は とても 面白い と 思っ た 。 
誰 で も 間違う 事 は ある 。 	誰 で も 間違う 事 は ある 。 
私 は たびたび 彼 を 訪ね ます 。 	私 は よく 彼 を 訪ね ます 。 
彼 は きっと 来る と 思う 。 	彼 は きっと 来る と 思う 。 
もう 少し 記憶 力 が よけれ ば なあ 。 	もう 少し 記憶 力 が よけれ ば なあ 。 
いつ あなた は お 姉 さん と 京都 へ 行き まし た か 。 	いつ あなた は お 姉 さん と 京都 へ 行き まし た か 。 
その 劇 は 残念 な くらい 早く 終わっ た 。 	その 劇 は 残念 な くらい 早く 終わっ た 。 
私 は 君 を 信頼 し て いる 。 	私 は あなた を 信頼 し て いる 。 
われわれ は 自分 だけ の ため に 生まれ た の で は ない 。 	私 たち は 自分 だけ の ため に 生まれ た の で は ない 。 
彼 は 大学 に 入れる よう に 一生 懸命 勉強 し た 。 	彼 は 大学 に 入れる よう に 頑張っ て 勉強 し た 。 
キャッチ ボール を しよう 。 	ボール を 互い に 投げよう 。 
もう ちょっと 上品 に でき ない の 。 	もう ちょっと 品 を 良く でき ない の 。 
私 の 仕事 に は 手助け が いる 。 	私 の 仕事 に は 助ける 人 が いる 。 
彼 は パリ へ 行き 初め て 私 に 会っ た 。 	彼 は パリ へ 行き 初め て 私 に 会っ た 。 
ドア は どう し て も 開か なかっ た 。 	ドア は どう し て も 開か なかっ た 。 
彼 は 少し も 仕事 を し なかっ た 。 	彼 は 少し も 仕事 を し なかっ た 。 
ぼく に は まるで その 理由 が わから ない 。 	僕 に は まるで その 理由 が わから ない 。 
誤解 し ない で くれ 。 	間違っ た 理解 を し ない で くれ 。 
時間 の ある 時 に 私 に 会い に 来 なさい 。 	時間 の ある 時 に 私 に 会い に 来 なさい 。 
ご ゆっくり どうぞ 。 急ぐ 必要 は あり ませ ん 。 	ご ゆっくり どうぞ 。 急ぐ 必要 は あり ませ ん 。 
彼 は 簡単 に 木 に のぼる 。 	彼 は 簡単 に 木 に 登る 。 
列車 が 入っ て くる よ 。 	列車 が 入っ て くる よ 。 
最近 彼女 を 見かけ ない 。 	最近 彼女 を 見 ない 。 
易しい 英語 で 言っ て ください 。 	簡単 な 英語 で 言っ て ください 。 
私 の 娘 は ぐっすり 寝 て いる 。 	私 の 娘 は 深く 寝 て いる 。 
彼 は かなり たくさん の 本 を 持っ て いる 。 	彼 は かなり 多く の 本 を 持っ て いる 。 
実 を 言う と 彼女 は ぼく の 妹 な ん だ 。 	実 を 言う と 彼女 は 僕 の 妹 な ん だ 。 
今日 は 少し すずしい 。 	今日 は 少し 涼しい 。 
ジョアン で は なく て 、 君 が 間違っ て いる 。 	ジョアン で は なく て 、 あなた が 間違い だ 。 
ここ が 父 の 生まれ た ところ です 。 	ここ が 父 の 生まれ た ところ です 。 
私 達 は まだ 電話 を つり つけ て い ませ ん 。 	私 たち は まだ 電話 を つけ て い ませ ん 。 
僕 が い ない 間 、 この 赤ちゃん を お 願い する よ 。 	僕 が い ない 間 、 この 赤ちゃん を お 願い する よ 。 
私 の 電話 は 故障 し て いる 。 	私 の 電話 は ダメ に なっ て いる 。 
その 子 を からかっ て は いけ ない 。 	その 子 を 困ら せ て は なら ない 。 
今 あまり お 金 を 持っ て い ませ ん 。 	今 あまり お 金 を 持っ て い ませ ん 。 
もし 見つかっ たら 彼 は ひどい 目 に あう だろう 。 	もし 見つけ られ たら 彼 は ひどい こと に なる だろう 。 
私 は 彼 に 支払う べき 金 を 払っ た 。 	私 は 彼 に 払う べき 金 を 払っ た 。 
彼女 に 手 を だす な 。 	彼女 に 手 を 出す な 。 
私 を 助け て くれ た とき 、 彼 は 危険 を 冒し た 。 	私 を 助け て くれ た 時 、 彼 は 危険 な こと を し た 。 
彼 と 論議 し て も 無駄 だ 。 	彼 と 意見 を お 互い に 話し て も 意味 が ない 。 
この 犬 は 誰 が 世話 を する の です か 。 	この 犬 は 誰 が 世話 を する の です か 。 
私 は あなた に 日本 に つい て 話し ましょう 。 	私 は あなた に 日本 に つい て 話し ましょう 。 
私 は あなた の 言う こと が さっぱり わかり ませ ん 。 	私 は あなた の 言う こと が 全く わかり ませ ん 。 
あなた が 試験 に 受かる こと は 確か です 。 	あなた が 試験 に 合格 する こと は 確か です 。 
ヒゲ も そり ます か 。 	口 の 周囲 の 毛 も そり ます か 。 
今日 は 少し 気分 が 悪い 。 	今日 は 少し 気分 が 悪い 。 
彼女 は 来週 から 産休 に 入る 。 	彼女 は １ 週間 後 から 赤ちゃん が 生まれ た ため 休み に 入る 。 
この 計画 に つい て 大 部分 は 知っ て いる 。 	この 計画 に つい て 大 部分 は 知っ て いる 。 
近く で 火事 が 起こっ た 。 	近く で 火事 が 起こっ た 。 
散歩 程 よい 物 は ない 。 	外 を 歩く こと ほど いい 物 は ない 。 
次 に 何 が 起こる か だれ に も わから ない 。 	次 に 何 が 起こる か 誰 に も わから ない 。 
彼 は 私 の 留守 中 に 会い に 来 た 。 	彼 は 私 の 留守 中 に 会い に 来 た 。 
彼女 の おじ さん は 有名 な 医者 です 。 	彼女 の おじ さん は 有名 な 医者 です 。 
毎朝 、 何 時 に 起き ます か 。 	毎日 朝 、 何 時 に 起き ます か 。 
渋滞 に ひっかかっ た 。 	混ん で いる 道路 に 入っ た 。 
彼 は テレビ を 消し て 勉強 に とりかかっ た 。 	彼 は テレビ を 切っ て 勉強 を 始め た 。 
わたし 新しい 服 を 買わ なく ちゃ 。 	私 新しい 服 を 買わ なく ちゃ 。 
テレビ を 見 た 後 で 宿題 を する 。 	テレビ を 見 た 後 で 宿題 を する 。 
そこ に 署名 し て ください 。 	そこ に 名前 を 書い て ください 。 
彼 は 自動 車 を 運転 できる 年齢 だ 。 	彼 は 自動 車 を 運転 できる 年齢 だ 。 
スキー に 行き たい な 。 	雪 の 上 を 滑る スポーツ を する ところ に 行き たい な 。 
あなた は ポーラ に 何 と 言っ た の です か 。 	あなた は ポーラ に 何 と 言っ た の です か 。 
その 手 を 空 へ 突き上げろ 。 	その 手 を 空 へ 上げろ 。 
今日 は 人生 最良 の 日 だ 。 	今日 は 人生 で 最も いい 日 だ 。 
